DATE,OPEN,HIGH,LOW,CLOSE,VOLUME BTC,VOLUME USDT
4/9/2020,7361.28,7371.92,7108.08,7283.54,61094.87,444741085.9
4/8/2020,7197.32,7420,7150,7361.28,76059.15,555122600.3
4/7/2020,7329.9,7459.69,7077,7197.32,103585.17,757201786.7
4/6/2020,6772.78,7355.14,6765,7329.9,118052,837357664.7
4/5/2020,6856.99,6895.54,6677.52,6772.78,49685.36,337062083
4/4/2020,6734.1,6990.41,6650.01,6856.99,71387.02,484271784.7
4/3/2020,6794.09,7048,6602.1,6734.1,104080.28,710254017.1
4/2/2020,6642.92,7198,6551,6794.09,149299.91,1014494762
4/1/2020,6410.44,6679.94,6150.11,6642.92,97500.75,618527468.8
3/31/2020,6394.38,6523.23,6321.4,6410.44,72337.6,465780496.6
3/30/2020,5881.42,6599,5857.76,6394.38,118889.55,747569726.5
3/29/2020,6236.65,6266,5866.56,5881.42,63311.63,383707122.5
3/28/2020,6359.11,6360,6024,6236.65,93159.69,577986706.1
3/27/2020,6737.36,6842.59,6261,6359.11,82914.97,551326113.9
3/26/2020,6677.43,6780,6510,6737.36,83026.56,552537189.5
3/25/2020,6744.72,6957.96,6450,6677.43,132155.73,880250736.9
3/24/2020,6467.31,6833,6371.33,6744.72,151138.01,1001890515
3/23/2020,5816.19,6600,5688,6467.31,164674.22,1015525672
3/22/2020,6186.98,6407.87,5734.01,5816.19,119115.99,722895653.5
3/21/2020,6208.36,6456.98,5860.02,6186.98,128913.67,794962136.6
3/20/2020,6162.37,6900,5670,6208.36,219298.33,1401734013
3/19/2020,5393.04,6400,5252.53,6162.37,199020.87,1164739708
3/18/2020,5312.64,5436.17,5009.37,5393.04,137127.63,719748122.5
3/17/2020,5028.97,5525,4921.45,5312.64,150089.93,793147908.3
3/16/2020,5361.3,5365.42,4442.12,5028.97,227276.92,1113690309
3/15/2020,5172.06,5940,5093.1,5361.3,139916.15,753755706.4
3/14/2020,5578.6,5640.52,5055.13,5172.06,136910.14,736651880.9
3/13/2020,4800,5955,3782.13,5578.6,402201.67,2063819541
3/12/2020,7934.52,7966.17,4410,4800,261505.61,1628590104
3/11/2020,7894.56,7980,7590,7934.52,79942.41,624465167.4
3/10/2020,7929.87,8149,7728.01,7894.56,86783.44,689700153.5
3/9/2020,8033.31,8179.31,7632.01,7929.87,116968.86,918787729.1
3/8/2020,8886.66,8886.76,8000,8033.31,77537.32,656931544.8
3/7/2020,9131.88,9188,8835,8886.66,45422.2,409983263.8
3/6/2020,9054.68,9170,8985.5,9131.88,43782.95,397598476.4
3/5/2020,8750.87,9159.42,8746.54,9054.68,58201.87,524102029.2
3/4/2020,8760.07,8848.29,8660,8750.87,35610.41,311813642.8
3/3/2020,8915.24,8919.65,8651,8760.07,49980.86,438767223.4
3/2/2020,8531.88,8965.75,8498,8915.24,54638.61,478440593.4
3/1/2020,8523.61,8750,8411,8531.88,40093.04,343204951.5
2/29/2020,8692.91,8790,8523.55,8523.61,33946.24,294303059.7
2/28/2020,8823.21,8900,8445,8692.91,63915.27,553072839.5
2/27/2020,8785.25,8971.77,8531,8823.21,64744.22,569020533.9
2/26/2020,9315.84,9377.44,8633.63,8785.25,81913.46,738703381
2/25/2020,9656.13,9675,9250,9315.84,49267.24,466601727.8
2/24/2020,9936.4,9990,9473.56,9656.13,49996.67,485727423.9
2/23/2020,9650.86,9990,9645,9936.4,34442.06,339649718.7
2/22/2020,9677.05,9709.17,9560.02,9650.86,23022.78,221985357.4
2/21/2020,9596.42,9755.51,9550.21,9677.05,38430.85,371982905
2/20/2020,9593.79,9699,9400,9596.42,54231.78,519348208.8
2/19/2020,10164.71,10250,9350,9593.79,49147.48,488101944.4
2/18/2020,9706,10250,9576.01,10164.71,63790.89,629501237.5
2/17/2020,9917.27,9964.16,9452.67,9706,63050.14,610248386.2
2/16/2020,9904.72,10050,9638.12,9917.27,54058.8,533803667
2/15/2020,10344.36,10375,9801,9904.72,38225.68,386941941.1
2/14/2020,10229.63,10381.56,10111.37,10344.36,43024.5,441284907.1
2/13/2020,10326.46,10500,10080,10229.63,70225.77,721834854
2/12/2020,10223.08,10450,10223.08,10326.46,55160.49,569404621.3
2/11/2020,9851.83,10323.59,9700,10223.08,56258.38,563151083.5
2/10/2020,10151.75,10188,9756,9851.83,53866.71,533579979.9
2/9/2020,9895.05,10166,9880.75,10151.75,39817.75,401252974.2
2/8/2020,9813.73,9940,9667.11,9895.05,39960.5,392070766.8
2/7/2020,9772,9885,9730,9813.73,40374.42,395553053.5
2/6/2020,9612.04,9862.57,9526.35,9772,59349.94,576799852.4
2/5/2020,9197.02,9744.45,9177.22,9612.04,59261.36,560402763.4
2/4/2020,9292.24,9350,9093.01,9197.02,48880.11,450356686.6
2/3/2020,9331.51,9618.79,9234,9292.24,46211.66,432518251
2/2/2020,9384.61,9477.03,9120,9331.51,41945.81,393069356.1
2/1/2020,9352.89,9464.53,9281,9384.61,26746.06,250954187.5
1/31/2020,9513.21,9530.22,9210.01,9352.89,41761.34,390349472.8
1/30/2020,9301.53,9578,9204.44,9513.21,55439.48,520899545.9
1/29/2020,9374.21,9449.24,9216,9301.53,49045.52,458185206.4
1/28/2020,8907.57,9400,8862.4,9374.21,67139.07,609032042.2
1/27/2020,8615,9000,8535,8907.57,49052.91,430022719.1
1/26/2020,8340.58,8618.13,8293.66,8615,28775.88,243966731.8
1/25/2020,8439,8451.26,8254.9,8340.58,23704.04,197715892.4
1/24/2020,8404.52,8528.02,8238,8439,37915.34,318243231.3
1/23/2020,8682.36,8691.81,8306.39,8404.52,43503.83,368015973.5
1/22/2020,8736.03,8818,8590,8682.36,26606.87,231150378.6
1/21/2020,8642.35,8789,8488,8736.03,33291.5,288321139.9
1/20/2020,8701.7,8746.99,8521.28,8642.35,35807.9,309740988.5
1/19/2020,8915.96,9198.98,8466,8701.7,63049.82,556820241.6
1/18/2020,8913.28,8988.88,8806.38,8915.96,35353.75,314671064.9
1/17/2020,8720.01,9041.65,8672.44,8913.28,64388.51,571745481.4
1/16/2020,8821.41,8859.81,8586,8720.01,47421.64,412049423.4
1/15/2020,8810.01,8916.48,8564,8821.41,76661.43,672219490.6
1/14/2020,8110.34,8880,8105.54,8810.01,107343.57,920676991.4
1/13/2020,8184.98,8196,8055.89,8110.34,28881.44,234189183.3
1/12/2020,8020.01,8197,7960,8184.98,35192.02,285515916.7
1/11/2020,8197.02,8286.34,8003.16,8020.01,50145.37,407130953.8
1/10/2020,7817.76,8199,7672,8197.02,74805.42,592502799.3
1/9/2020,8055.98,8055.98,7750,7817.76,58498.62,461938364.9
1/8/2020,8145.28,8455,7870,8055.98,100231.74,824509605.4
1/7/2020,7758,8207.68,7723.71,8145.28,81794.92,649686677.7
1/6/2020,7358.75,7795.34,7346.76,7758,49697.96,375953464.6
1/5/2020,7354.11,7495,7318,7358.75,34999.35,260108976.8
1/4/2020,7344.96,7404,7272.21,7354.11,27821.23,203985069.8
1/3/2020,6965.71,7405,6871.04,7344.96,61732.73,446708892.2
1/2/2020,7200.85,7212.5,6924.74,6965.71,28711.23,203113593.6
1/1/2020,7195.23,7255,7175.15,7200.85,15863.73,114510187
12/31/2019,7246,7320,7145.01,7195.23,24256.85,175254678.7
12/30/2019,7388.24,7408.24,7220,7246,27565.74,201597036.8
12/29/2019,7316.14,7528.45,7288,7388.24,29020.09,214230169.8
12/28/2019,7254.74,7365.01,7238.67,7316.14,25071.48,183325442.7
12/27/2019,7202,7275.86,7076.42,7254.74,30768.07,221540289.1
12/26/2019,7204.63,7435,7157.12,7202,33167.16,240801175.8
12/25/2019,7255.77,7271.77,7128.86,7204.63,25457.83,183604082.8
12/24/2019,7317.09,7436.68,7157.04,7255.77,39505.57,288361632.7
12/23/2019,7501.44,7695.38,7265.84,7317.09,60987.27,457728969.9
12/22/2019,7132.75,7518.54,7122.47,7501.44,35292.5,257466562.3
12/21/2019,7187.83,7190.58,7105,7132.75,18190.18,129946909.3
12/20/2019,7150.3,7220,7079.5,7187.83,29759.82,212871398.4
12/19/2019,7277.83,7380,7038.31,7150.3,50624.1,362421773.7
12/18/2019,6623.82,7440,6435,7277.83,85595.89,585228255.8
12/17/2019,6891.72,6942.21,6560,6623.82,48961.97,331013406.3
12/16/2019,7118.59,7150,6836,6891.72,39497.8,276979882.7
12/15/2019,7064.05,7200.3,7008.35,7118.59,24422.47,173388488.8
12/14/2019,7258.48,7271.77,7012,7064.05,27222.69,194322690
12/13/2019,7198.08,7309.05,7190.76,7258.48,25590.86,185220243.8
12/12/2019,7210,7295,7080.3,7198.08,38744.76,278210361
12/11/2019,7224.13,7275.5,7125.66,7210,27874.05,201092209.9
12/10/2019,7338.64,7407.6,7157.1,7224.13,45187.19,330005517.3
12/9/2019,7510.11,7650,7273,7338.64,42385.3,315932460.7
12/8/2019,7488.21,7564,7374.86,7510.11,27712.74,207276549.7
12/7/2019,7527.47,7619.62,7470.16,7488.21,29505.47,221999827.1
12/6/2019,7389,7590.03,7305,7527.47,44263.35,327777514.6
12/5/2019,7194.32,7485,7150,7389,54542.99,399811623.8
12/4/2019,7292.71,7750,7067,7194.32,75289.06,550966803.5
12/3/2019,7294.28,7400,7241.35,7292.71,30874.84,225746865.3
12/2/2019,7390.89,7420.56,7151.1,7294.28,42953.43,313290088.2
12/1/2019,7541.89,7541.89,7210,7390.89,55963.07,411216078.9
11/30/2019,7739.68,7810,7441,7541.89,43649.46,333265298.1
11/29/2019,7419.49,7850,7362.3,7739.68,55883.83,425900041.9
11/28/2019,7508.52,7643,7360,7419.49,52819.31,396692521
11/27/2019,7156.14,7655,6840,7508.52,83809.93,608828576.2
11/26/2019,7109.57,7340,7017.48,7156.14,60968.73,435622913.5
11/25/2019,6903.28,7377.69,6515,7109.57,108525.89,754412574.3
11/24/2019,7311.57,7330.39,6861,6903.28,62299.87,442318585.4
11/23/2019,7268.23,7344.48,7080.01,7311.57,47009.84,339596066.1
11/22/2019,7627.74,7750,6790,7268.23,112866.99,818575809.3
11/21/2019,8098.01,8134.73,7500,7627.74,53008.6,413133154.8
11/20/2019,8133.64,8264.29,8038.4,8098.01,30269.17,245542079.6
11/19/2019,8187.17,8218.63,8003,8133.64,40268.68,326811716.6
11/18/2019,8502.4,8503.52,8060,8187.17,39467.55,329185066.7
11/17/2019,8491.02,8635,8350.68,8502.4,24922.3,212250256.8
11/16/2019,8471.73,8543,8400,8491.02,19627.54,166423651.5
11/15/2019,8646.68,8790,8400,8471.73,42189.03,361320610.3
11/14/2019,8777.12,8800,8582.6,8646.68,30941.25,268210060.8
11/13/2019,8821.94,8844.99,8702,8777.12,25115.33,220199619.9
11/12/2019,8733.27,8888,8567.6,8821.94,37072.73,323934400.7
11/11/2019,9039.47,9072.32,8618.68,8733.27,41436.65,364270120.4
11/10/2019,8809.41,9147.19,8750,9039.47,31595.96,282028213
11/9/2019,8773.73,8880,8724.88,8809.41,27538.74,242717611.1
11/8/2019,9216.2,9261,8696,8773.73,56517.43,505609298.4
11/7/2019,9339.05,9375,9101,9216.2,28015.56,258787229.6
11/6/2019,9308.66,9440.91,9250.01,9339.05,34728.86,324254783.4
11/5/2019,9393.35,9454.95,9175.76,9308.66,42441.58,395605737.7
11/4/2019,9194.71,9513.68,9115.84,9393.35,42370.15,393950088.1
11/3/2019,9289.52,9362.57,9066.14,9194.71,25927.76,238575220.4
11/2/2019,9231.61,9373.74,9186.21,9289.52,26942.52,249752424.2
11/1/2019,9140.85,9279,9030,9231.61,40389.64,369467414.6
10/31/2019,9154.72,9405,8913,9140.85,49351.8,452162782.3
10/30/2019,9407.62,9409.84,9001.01,9154.72,50546.99,463555705.3
10/29/2019,9205.14,9550,9072,9407.62,58413.16,546851683.1
10/28/2019,9529.93,9902.1,9160,9205.14,72463.52,686169012.5
10/27/2019,9230,9794.98,9074.34,9529.93,85188.44,805559741.5
10/26/2019,8655.02,10060.21,8470.38,9230,94762.42,870703558.5
10/25/2019,7412.41,8706.07,7361,8655.02,64574.69,516465760.5
10/24/2019,7466.62,7503.68,7337.99,7412.41,30453.61,226438628.5
10/23/2019,8020,8047.59,7300,7466.62,57616.2,440228028.5
10/22/2019,8197.27,8297.99,8000,8020,32201.47,263517970.8
10/21/2019,8223.35,8333,8142.03,8197.27,28093,230762589.8
10/20/2019,7948.01,8297,7870,8223.35,31537.66,253740748.4
10/19/2019,7947.01,8098.1,7866.92,7948.01,24740.87,196888320.2
10/18/2019,8070.58,8115,7816.01,7947.01,28525.23,226487425.8
10/17/2019,7991.74,8124.92,7929.03,8070.58,27658.8,222282154.6
10/16/2019,8159.29,8181.16,7917,7991.74,31904.36,256827673.5
10/15/2019,8348.2,8403,8090,8159.29,30284.28,250195564.4
10/14/2019,8275.01,8388.85,8203,8348.2,27678.74,229828173.2
10/13/2019,8300.09,8451.37,8160,8275.01,25627,213726841.1
10/12/2019,8258.5,8400,8250,8300.09,20013.51,166663251.4
10/11/2019,8558.03,8779.51,8212.38,8258.5,45745.61,385175739.8
10/10/2019,8560.74,8644,8414.52,8558.03,36145.28,308412477.8
10/9/2019,8168.39,8670,8115,8560.74,50082.36,421071103
10/8/2019,8190.09,8325,8088.75,8168.39,32771.99,268701596.4
10/7/2019,7854.25,8299.92,7762,8190.09,47887.48,386089591.7
10/6/2019,8126.19,8153.87,7785,7854.25,31757.23,252282865
10/5/2019,8137.13,8183.41,8012.98,8126.19,20640.68,167001607.9
10/4/2019,8223.96,8232.41,8005,8137.13,24696.12,200851365
10/3/2019,8359.94,8393,8060,8223.96,28207.53,231589725.9
10/2/2019,8292.44,8373.91,8151.22,8359.94,24413.16,201237637.5
10/1/2019,8289.34,8500,8173.05,8292.44,40153.56,335252267.5
9/30/2019,8043.82,8337.26,7710,8289.34,51182.65,411517221.3
9/29/2019,8198.81,8229.13,7890,8043.82,29234.18,235105957.7
9/28/2019,8177.91,8315,8001.09,8198.81,32066.02,261065454.8
9/27/2019,8063.73,8265,7852.15,8177.91,40365.1,324537958.6
9/26/2019,8430.05,8465.99,7750,8063.73,61361.29,499478544.7
9/25/2019,8493.14,8730,8215.64,8430.05,55315.95,466357349.7
9/24/2019,9702.25,9794.99,8290.51,8694.23,41725.81,392194281.6
9/23/2019,10028.87,10049.99,9615.77,9702.25,29213.2,287640571.9
9/22/2019,9986.39,10089,9853.97,10028.87,20301.99,202683535.9
9/21/2019,10168.59,10176.7,9900,9986.39,18952.99,190086138.7
9/20/2019,10244.29,10281,10061.39,10168.59,23318.96,237217066.9
9/19/2019,10156.99,10325,9653,10244.29,41061.71,410110429
9/18/2019,10187.82,10258.02,10100,10156.99,22586.72,230086616.1
9/17/2019,10251.31,10275,10128.01,10187.82,21294.63,217408000
9/16/2019,10302.01,10355,10078,10251.31,26872.29,274873865.1
9/15/2019,10335.02,10360,10252.15,10302.01,17051.39,175594782.6
9/14/2019,10342.06,10419.99,10222.33,10335.02,22083.2,228166802.5
9/13/2019,10415.01,10439,10153,10342.06,28070.03,288910051.2
9/12/2019,10158.33,10448.81,10040.1,10415.01,32225.25,329961214.6
9/11/2019,10098.15,10293,9880,10158.33,29837.91,300337746.1
9/10/2019,10303.12,10384.99,9953,10098.15,26992.76,274796103.9
9/9/2019,10381.18,10480,10068.5,10303.12,37323.98,383906446
9/8/2019,10455.88,10592.5,10208,10381.18,22178.93,231134800.4
9/7/2019,10298.73,10558,10288.57,10455.88,26197.19,272829558.1
9/6/2019,10564.49,10905.87,10150,10298.73,53706.62,569923965.4
9/5/2019,10567.02,10900,10450,10564.49,30904.84,326332027
9/4/2019,10615.28,10799,10369.89,10567.02,40545.84,427677459
9/3/2019,10340,10773,10272,10615.28,43957.34,463005116.3
9/2/2019,9724.98,10450,9712.5,10340,41457.04,415332936.9
9/1/2019,9587.47,9830,9520,9724.98,18309.15,176584928.4
8/31/2019,9584.54,9684.51,9420.75,9587.47,16193.23,155146259.2
8/30/2019,9498.44,9696,9350.41,9584.54,25085.2,239190866.8
8/29/2019,9721,9724,9320,9498.44,32797.84,311851907.6
8/28/2019,10185.05,10299,9601.01,9721,38610.66,385261332.5
8/27/2019,10372.25,10391.08,10051.08,10185.05,26355.67,268512030.4
8/26/2019,10142.69,10604,10137.93,10372.25,38361.62,397764602.8
8/25/2019,10134.35,10333,9906.97,10142.69,24434.36,246592422
8/24/2019,10389.55,10419.42,9890,10134.35,25769.28,260543190.8
8/23/2019,10099.88,10445,10019.79,10389.55,25678.08,263492576.5
8/22/2019,10142.57,10242,9762,10099.88,31668.02,317436428.8
8/21/2019,10760.51,10804.13,9858,10142.57,43781.23,446418934.7
8/20/2019,10915.54,10949.96,10560,10760.51,30436.73,326679449.3
8/19/2019,10306.78,10930,10258.6,10915.54,34691.43,369061080.1
8/18/2019,10216.02,10500,10080,10306.78,22747.35,234692610
8/17/2019,10331.54,10465.14,10000,10216.02,26833.97,275590038
8/16/2019,10293.93,10536.03,9750,10331.54,47471.23,483608042.4
8/15/2019,10050.37,10460,9911,10293.93,34725.11,352588729.3
8/14/2019,10892.71,10897.48,9928.1,10050.37,49924.64,520584896.4
8/13/2019,11396.08,11456.16,10788.45,10892.71,30701.79,340946580.6
8/12/2019,11549.97,11577.89,11235.32,11396.08,16354.98,186502616.1
8/11/2019,11309.31,11599.98,11112.11,11549.97,24863.2,283145958.6
8/10/2019,11879.99,11985,11270,11309.31,39142.5,451950654.3
8/9/2019,11999.77,12045.68,11700,11879.99,36781.9,435691680.2
8/8/2019,11975.03,12060,11521,11999.77,47773.39,563880694.2
8/7/2019,11481.69,12141.17,11382.84,11975.03,63842.27,751757281.2
8/6/2019,11828.8,12330.7,11226.7,11481.69,69745.18,822100144.2
8/5/2019,10929.23,11937.52,10927.8,11828.8,59656.47,694027648.8
8/4/2019,10816.86,11040,10552,10929.23,36994.61,400099182.3
8/3/2019,10523.75,10904.77,10497.93,10816.86,31480.04,338863353.6
8/2/2019,10374.99,10670,10281.35,10523.75,39435.04,413105112.3
8/1/2019,10080.53,10467.86,9863.46,10374.99,38427.59,388729401.5
7/31/2019,9574.21,10109.8,9555,10080.53,36698.32,361864379
7/30/2019,9507.64,9714.28,9402,9574.21,30751.86,293800694.5
7/29/2019,9541.54,9729,9395,9507.64,26899.31,257213872.7
7/28/2019,9476.52,9594.99,9165,9541.54,27370.91,259358247.2
7/27/2019,9824,10188.66,9333,9476.52,32649.21,318024837.5
7/26/2019,9879.87,9889.98,9637,9824,19683.49,192022928.4
7/25/2019,9763.28,10175,9720.03,9879.87,35044.58,350657595.8
7/24/2019,9864.91,9937,9525,9763.28,40201.05,390717391.2
7/23/2019,10340.31,10343.97,9822,9864.91,43700.7,439075342.4
7/22/2019,10589.45,10683.16,10100,10340.31,37396.36,389148527.8
7/21/2019,10740.23,10817.9,10288,10589.45,35913.86,378882277.6
7/20/2019,10504.29,11068.99,10350,10740.23,43505.28,464614040.4
7/19/2019,10627.16,10769.71,10121.84,10504.29,51296.32,535193155.6
7/18/2019,9667.92,10788,9252,10627.16,72758.54,731997592.1
7/17/2019,9439.59,9957,9060,9667.92,76851.7,732485975.7
7/16/2019,10838.72,11028,9350.01,9439.59,87204.22,881856938.5
7/15/2019,10174.18,11100,9860,10838.72,74379.9,772595531.8
7/14/2019,11355.76,11452,10103,10174.18,65592.98,703580672.4
7/13/2019,11757.22,11799.98,10830,11355.76,49185.81,556934215.7
7/12/2019,11342.89,11885,11073,11757.22,51706.88,596600067
7/11/2019,12108.37,12111.73,11000,11342.89,79149.22,911270591.4
7/10/2019,12543.41,13147.08,11569,12108.37,98461.1,1234817289
7/9/2019,12238.6,12794.73,12068,12543.41,71968.89,895385000.1
7/8/2019,11406.24,12338.03,11220,12238.6,47820.5,566740812.1
7/7/2019,11256.49,11538,11094.37,11406.24,36004.78,406877786
7/6/2019,10970.73,11665,10964.51,11256.49,47363.72,538340879.6
7/5/2019,11145.67,11406.83,10796.44,10970.73,58437.08,649273951
7/4/2019,11940,12000,11055,11145.67,60649.46,707664152.4
7/3/2019,10842.85,11991.89,10841.04,11940,87772.38,995193543.8
7/2/2019,10624.93,10938.75,9727,10842.85,99213.02,1021975623
7/1/2019,10854.1,11282.28,10030,10624.93,82471.39,881875766.9
6/30/2019,11903.13,12180,10766.03,10854.1,77205.72,887571779.6
6/29/2019,12400.63,12441.54,11475.02,11903.13,63232.82,752724243.2
6/28/2019,11329.99,12480,10982.88,12400.63,86558.62,1020820777
6/27/2019,13299.99,13347.99,10525.1,11329.99,138662.72,1622958316
6/26/2019,11820.86,13964.74,11741,12666.45,99314.94,1273660223
6/25/2019,11056.59,11850,11026,11820.86,56154.67,639404855.6
6/24/2019,10906.07,11143.63,10620.8,11056.59,39940.55,435340224.2
6/23/2019,10729.5,11392.64,10555.18,10906.07,52581.13,572220190.9
6/22/2019,10159.86,11160,9921.72,10729.5,94759.31,1011481805
6/21/2019,9517.12,10174.99,9517.12,10159.86,46590.64,456586005.2
6/20/2019,9255.49,9590,9175.2,9517.12,32120,300773682.1
6/19/2019,9081.55,9304,8960,9255.49,29859.81,272896676.3
6/18/2019,9313.96,9336.36,8950,9081.55,48158.99,439353122.1
6/17/2019,8953.33,9444,8950,9313.96,44294.61,408347176.9
6/16/2019,8808.7,9333,8760,8953.33,57848.65,524860629.7
6/15/2019,8650,8864.99,8567.63,8808.7,29573.08,257105509.9
6/14/2019,8218.54,8684.41,8144.32,8650,36987.67,309591286.1
6/13/2019,8127.64,8309.82,8010.03,8218.54,28621.28,233346870.4
6/12/2019,7884.9,8200,7788.99,8127.64,38855.34,311272490.3
6/11/2019,7982.75,8010,7692.23,7884.9,28578.92,224265423.1
6/10/2019,7628.13,8020,7511,7982.75,34292,267862714.9
6/9/2019,7893.62,7935,7506.66,7628.13,29536.44,228303163
6/8/2019,7980.53,8044.65,7751,7893.62,21204.89,167582198.7
6/7/2019,7786.7,8100,7737.49,7980.53,31779.24,251966444.9
6/6/2019,7776.5,7868.13,7444.58,7786.7,34197.03,263492654.4
6/5/2019,7687.03,7896.7,7572.78,7776.5,45638.79,354060083.5
6/4/2019,8115.82,8115.82,7481.02,7687.03,68681.2,539348756.2
6/3/2019,8725.98,8800.95,8080.8,8115.82,41950.41,355526981
6/2/2019,8544.07,8814.78,8524,8725.98,26036.64,225804902.4
6/1/2019,8555,8626,8442.36,8544.07,29819.78,254607933.4
5/31/2019,8269.54,8594,8108.5,8555,42002.51,350865326.4
5/30/2019,8645.68,9074.26,8005,8269.54,64399.1,552147446.6
5/29/2019,8715.64,8750,8406.6,8645.68,31678.55,273154083.4
5/28/2019,8756.32,8798.49,8510.63,8715.64,29271.88,254693083.9
5/27/2019,8614.43,8908.32,8589,8756.32,48130.74,419875265.2
5/26/2019,8025.41,8740,7833.42,8614.43,45563.09,375747926.7
5/25/2019,7964.87,8091.8,7908.34,8025.41,26723.83,213847946.4
5/24/2019,7851.51,8130,7766,7964.87,43030.86,342424683.9
5/23/2019,7628.43,7940.98,7461,7851.51,45812.94,352067587.6
5/22/2019,7904.87,8016,7465,7628.43,44932.03,351894913.4
5/21/2019,7938.15,8042.32,7771,7904.87,48176.42,381015932.7
5/20/2019,8148.48,8156.03,7553,7938.15,60143.13,472989540.4
5/19/2019,7257.45,8275.09,7243.08,8148.48,60083.99,474429840
5/18/2019,7355.26,7458,7156.61,7257.45,34487.27,252367651.5
5/17/2019,7866.59,7925,6913,7355.26,79962.44,581754609.4
5/16/2019,8169.87,8320,7705,7866.59,63794.9,510407943.1
5/15/2019,7947.56,8249,7850,8169.87,34731.71,279783874.7
5/14/2019,7790.71,8366,7599.56,7947.56,70462.03,562251187.8
5/13/2019,6967.31,8100,6870,7790.71,77581.62,585457013.2
5/12/2019,7076.22,7521.78,6750,6967.31,78631.74,560694099.5
5/11/2019,6373.33,7343.99,6372.85,7076.22,67682.9,463621315.3
5/10/2019,6209.18,6468.92,6172,6373.33,34420.48,217853632.6
5/9/2019,5987.29,6224.55,5983.71,6209.18,26099.02,159232038.6
5/8/2019,5846.34,6014.72,5772.2,5987.29,21715.92,128246328.6
5/7/2019,5747.79,5988,5747.74,5962.16,16169.61,95544203.42
5/6/2019,5775.62,5805,5619.14,5747.79,23734.53,135669094
5/5/2019,5829.45,5839.9,5696,5775.62,22600.15,130593216.9
5/4/2019,5772.69,5900,5587.45,5829.45,37187.2,214568525.7
5/3/2019,5492.87,5844,5477.57,5772.69,42758.75,244199361.1
5/2/2019,5383.2,5538,5370,5492.87,21609.98,118022034.8
5/1/2019,5320.81,5402,5316.2,5383.2,16414.57,87894939.98
4/30/2019,5238.14,5339.98,5192.15,5320.81,21159.12,111616040.6
4/29/2019,5307.52,5332,5178.8,5238.14,18749.14,98677587.22
